Lead_ID,Business_Name,Category,Locality,Landmark,City_Pincode,Est_Monthly_Revenue,Avg_Ticket_Size,Google_Rating,Current_Online_Status,Decision_Maker,Contact_Reference,Key_Vulnerability,SahayShakti_Pitch_Hook,Lead_Priority,Outreach_Status
SST-ROH-1574,Metro Realty Consultants Rohini West (Branch 2),Real Estate Consultants & Builders,Sector 14 Prashant Vihar,Near Fun Cinema / Outer Ring Road,"Rohini, Delhi - 110085",Rs. 31.0 - 34.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.7 Stars (114 Reviews),No Website (Only Justdial & Google Map listing),Senior Partners / Developers,+91 9862 366 983,Lacks automated property inquiry capture forms and EMI / Stamp Duty calculator tools for buyers.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1575,Modern Estate Builders & Collaborators (Branch 2),Real Estate Consultants & Builders,Sector 15 Main Commercial Market,Near KN Katju Marg,"Rohini, Delhi - 110089",Rs. 10.0 - 16.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.6 Stars (620 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Senior Partners / Developers,+91 9880 452 502,No branded web authority making them look like a small broker rather than a premier developer.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1576,Saraswati Properties & Residential Plots (Branch 2),Real Estate Consultants & Builders,Sector 16 Market,Opposite DTU Hub,"Rohini, Delhi - 110089",Rs. 33.0 - 36.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.6 Stars (228 Reviews),No Website (Only Instagram Profile & WhatsApp link),Senior Partners / Developers,+91 9857 368 803,High dependency on local WhatsApp groups; no professional digital presence to attract high-budget investors.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1577,Khandelwal Estate & Property Consultants (Branch 2),Real Estate Consultants & Builders,Sector 17 Commercial Hub,Near City Centre,"Rohini, Delhi - 110089",Rs. 21.0 - 24.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.6 Stars (574 Reviews),No Website (Only Instagram Profile & WhatsApp link),Senior Partners / Developers,+91 9813 947 210,High dependency on local WhatsApp groups; no professional digital presence to attract high-budget investors.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1578,Nexus Housing & Builder Floor Solutions (Branch 2),Real Estate Consultants & Builders,Sector 24 Commercial Centre,Near Rithala Metro Link,"Rohini, Delhi - 110085",Rs. 38.0 - 44.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.4 Stars (354 Reviews),No Website (Only IndiaMART / Sulekha listing),Senior Partners / Developers,+91 9873 509 887,No branded web authority making them look like a small broker rather than a premier developer.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1579,Golden Brick Real Estate & Legal Services (Branch 2),Real Estate Consultants & Builders,Sector 3 Rohini Market,Near Jaipur Golden Hospital,"Rohini, Delhi - 110085",Rs. 40.0 - 46.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.6 Stars (390 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Senior Partners / Developers,+91 9856 496 264,Lacks a verified builder floor showcase website with HD video walk-throughs and floor plan downloads.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1580,Om Sai Associates & Commercial Brokers (Branch 2),Real Estate Consultants & Builders,Sector 5 CSC Market,Near Rajiv Gandhi Cancer Institute,"Rohini, Delhi - 110085",Rs. 39.0 - 45.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.7 Stars (258 Reviews),No Website (Only IndiaMART / Sulekha listing),Senior Partners / Developers,+91 9898 983 930,Lacks automated property inquiry capture forms and EMI / Stamp Duty calculator tools for buyers.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1581,Heritage Homes & Luxury Builder Floors (Branch 2),Real Estate Consultants & Builders,Sector 6 Commercial Complex,Near Ayodhya Chowk,"Rohini, Delhi - 110085",Rs. 24.0 - 30.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.7 Stars (556 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Senior Partners / Developers,+91 9862 438 901,High dependency on local WhatsApp groups; no professional digital presence to attract high-budget investors.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1582,Vastu Real Estate Consultants Rohini (Branch 2),Real Estate Consultants & Builders,Sector 18 Commercial Hub,Badli Road / Samaypur link,"Rohini, Delhi - 110089",Rs. 27.0 - 30.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.6 Stars (362 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Senior Partners / Developers,+91 9887 846 405,Lacks a verified builder floor showcase website with HD video walk-throughs and floor plan downloads.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1583,Shree Balaji Property & Loan Advisory (Branch 2),Real Estate Consultants & Builders,Sector 22 Market,Near Pocket 4 Market,"Rohini, Delhi - 110086",Rs. 34.0 - 37.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.4 Stars (59 Reviews),No Website (Only IndiaMART / Sulekha listing),Senior Partners / Developers,+91 9884 240 692,No branded web authority making them look like a small broker rather than a premier developer.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1584,The Property Point Rohini Sector 13 (Branch 2),Real Estate Consultants & Builders,Sector 25 Marble & Commercial Hub,Near Rithala Industrial Area,"Rohini, Delhi - 110085",Rs. 17.0 - 21.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.7 Stars (445 Reviews),No Website (Only Justdial & Google Map listing),Senior Partners / Developers,+91 9870 811 492,Lacks a verified builder floor showcase website with HD video walk-throughs and floor plan downloads.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1585,Urban Land Realty & Floor Collaborators (Branch 2),Real Estate Consultants & Builders,Mangolpuri Marble Market Hub (Rohini Border),Main Outer Ring Road,"Rohini, Delhi - 110083",Rs. 19.0 - 21.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.8 Stars (212 Reviews),No Website (Only Instagram Profile & WhatsApp link),Senior Partners / Developers,+91 9813 516 855,Lacks automated property inquiry capture forms and EMI / Stamp Duty calculator tools for buyers.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1586,Skyline Developers & Rohini Properties (Branch 2),Real Estate Consultants & Builders,GT Karnal Road Banquet Belt,Alipur / Rohini Extn,"Rohini, Delhi - 110036",Rs. 31.0 - 35.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.6 Stars (667 Reviews),No Website (Only IndiaMART / Sulekha listing),Senior Partners / Developers,+91 9860 668 560,No branded web authority making them look like a small broker rather than a premier developer.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1587,Capital Realty & Commercial Shop Brokers (Branch 2),Real Estate Consultants & Builders,Pitampura Commercial Hub,Near Netaji Subhash Place / Rani Bagh,"Rohini, Delhi - 110034",Rs. 14.0 - 17.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.4 Stars (396 Reviews),No Website (Only Instagram Profile & WhatsApp link),Senior Partners / Developers,+91 9867 118 198,Lacks a verified builder floor showcase website with HD video walk-throughs and floor plan downloads.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1588,Galaxy Properties & Luxury Floors Sector 24 (Branch 2),Real Estate Consultants & Builders,Sector 7 Market,Near Rohini West Metro Station,"Rohini, Delhi - 110085",Rs. 38.0 - 44.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.6 Stars (376 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Senior Partners / Developers,+91 9890 871 477,Lacks automated property inquiry capture forms and EMI / Stamp Duty calculator tools for buyers.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1589,Elite Homes & Residential Collaborations (Branch 2),Real Estate Consultants & Builders,Sector 8 Main Market,Near Rohini East Metro Station,"Rohini, Delhi - 110085",Rs. 11.0 - 13.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.9 Stars (333 Reviews),No Website (Only IndiaMART / Sulekha listing),Senior Partners / Developers,+91 9886 771 657,Lacks automated property inquiry capture forms and EMI / Stamp Duty calculator tools for buyers.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1590,Cornerstone Real Estate Advisory Rohini (Branch 2),Real Estate Consultants & Builders,Sector 9 Commercial Complex,Near DC Chowk,"Rohini, Delhi - 110085",Rs. 24.0 - 29.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.8 Stars (480 Reviews),No Website (Only IndiaMART / Sulekha listing),Senior Partners / Developers,+91 9819 676 492,High dependency on local WhatsApp groups; no professional digital presence to attract high-budget investors.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1591,Rohini Property Hub & Luxury Floor Builders (Branch 3),Real Estate Consultants & Builders,Sector 11 Market,Near G3S Mall & Garg Trade Centre,"Rohini, Delhi - 110085",Rs. 27.0 - 29.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.3 Stars (157 Reviews),No Website (Only Justdial & Google Map listing),Senior Partners / Developers,+91 9874 497 504,Lacks automated property inquiry capture forms and EMI / Stamp Duty calculator tools for buyers.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1592,Aggarwal Real Estate & Financial Consultants (Branch 3),Real Estate Consultants & Builders,Sector 13 Central Market,Ring Road / Bhagwan Mahavir Hospital Road,"Rohini, Delhi - 110085",Rs. 28.0 - 30.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.4 Stars (187 Reviews),No Website (Only Justdial & Google Map listing),Senior Partners / Developers,+91 9866 794 252,High dependency on local WhatsApp groups; no professional digital presence to attract high-budget investors.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1593,Shree Shyam Builders & Collaborators (Branch 3),Real Estate Consultants & Builders,Sector 14 Prashant Vihar,Near Fun Cinema / Outer Ring Road,"Rohini, Delhi - 110085",Rs. 33.0 - 37.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.5 Stars (191 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Senior Partners / Developers,+91 9854 130 614,No branded web authority making them look like a small broker rather than a premier developer.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1594,Gupta Associates Rohini Floor Developers (Branch 3),Real Estate Consultants & Builders,Sector 15 Main Commercial Market,Near KN Katju Marg,"Rohini, Delhi - 110089",Rs. 36.0 - 40.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.3 Stars (412 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Senior Partners / Developers,+91 9851 638 692,Lacks automated property inquiry capture forms and EMI / Stamp Duty calculator tools for buyers.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1595,City Star Real Estate & Legal Advisory (Branch 3),Real Estate Consultants & Builders,Sector 16 Market,Opposite DTU Hub,"Rohini, Delhi - 110089",Rs. 10.0 - 16.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.9 Stars (362 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Senior Partners / Developers,+91 9858 557 319,No branded web authority making them look like a small broker rather than a premier developer.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1596,Royal Palms Realty & Commercial Leasing (Branch 3),Real Estate Consultants & Builders,Sector 17 Commercial Hub,Near City Centre,"Rohini, Delhi - 110089",Rs. 36.0 - 39.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.4 Stars (56 Reviews),No Website (Only IndiaMART / Sulekha listing),Senior Partners / Developers,+91 9826 665 775,No branded web authority making them look like a small broker rather than a premier developer.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1597,Vardhman Properties & Builder Floors (Branch 3),Real Estate Consultants & Builders,Sector 24 Commercial Centre,Near Rithala Metro Link,"Rohini, Delhi - 110085",Rs. 37.0 - 42.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.5 Stars (675 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Senior Partners / Developers,+91 9898 828 360,Lacks automated property inquiry capture forms and EMI / Stamp Duty calculator tools for buyers.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1598,Apex Housing & Luxury Home Collaborations (Branch 3),Real Estate Consultants & Builders,Sector 3 Rohini Market,Near Jaipur Golden Hospital,"Rohini, Delhi - 110085",Rs. 12.0 - 17.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.6 Stars (77 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Senior Partners / Developers,+91 9823 436 164,Lacks a verified builder floor showcase website with HD video walk-throughs and floor plan downloads.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1599,Bansal Property Consultants Sector 9 (Branch 3),Real Estate Consultants & Builders,Sector 5 CSC Market,Near Rajiv Gandhi Cancer Institute,"Rohini, Delhi - 110085",Rs. 33.0 - 38.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.9 Stars (231 Reviews),No Website (Only IndiaMART / Sulekha listing),Senior Partners / Developers,+91 9817 315 781,Lacks a verified builder floor showcase website with HD video walk-throughs and floor plan downloads.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1600,Dream Space Real Estate & Rental Hub (Branch 3),Real Estate Consultants & Builders,Sector 6 Commercial Complex,Near Ayodhya Chowk,"Rohini, Delhi - 110085",Rs. 40.0 - 43.0 Lakhs/mo,"Rs. 50,000 - Rs. 500,000",4.6 Stars (223 Reviews),No Website (Only Justdial & Google Map listing),Senior Partners / Developers,+91 9870 540 430,No branded web authority making them look like a small broker rather than a premier developer.,"Pitch 'SahayShakti RealtyPro Engine': HD floor-plan showcase, interactive virtual walkthroughs, and automated investor WhatsApp lead-capture system.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
