Lead_ID,Business_Name,Category,Locality,Landmark,City_Pincode,Est_Monthly_Revenue,Avg_Ticket_Size,Google_Rating,Current_Online_Status,Decision_Maker,Contact_Reference,Key_Vulnerability,SahayShakti_Pitch_Hook,Lead_Priority,Outreach_Status
SST-ROH-1147,Luxe Glow Bridal & Aesthetic Studio,Luxury Salons & Bridal Studios,Sector 11 Market,Near G3S Mall & Garg Trade Centre,"Rohini, Delhi - 110085",Rs. 16.0 - 21.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (225 Reviews),No Website (Only Justdial & Google Map listing),Founders / Master Makeup Artists,+91 9847 395 163,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1148,Hair Castle Unisex Salon & Spa,Luxury Salons & Bridal Studios,Sector 13 Central Market,Ring Road / Bhagwan Mahavir Hospital Road,"Rohini, Delhi - 110085",Rs. 19.0 - 24.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.5 Stars (156 Reviews),No Website (Only Justdial & Google Map listing),Founders / Master Makeup Artists,+91 9810 258 777,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1149,Golden Glow Bridal Studio & Spa,Luxury Salons & Bridal Studios,Sector 14 Prashant Vihar,Near Fun Cinema / Outer Ring Road,"Rohini, Delhi - 110085",Rs. 11.0 - 15.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.5 Stars (45 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Founders / Master Makeup Artists,+91 9835 925 105,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1150,Urban Chic Unisex Styling Lounge,Luxury Salons & Bridal Studios,Sector 15 Main Commercial Market,Near KN Katju Marg,"Rohini, Delhi - 110089",Rs. 8.0 - 14.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.7 Stars (268 Reviews),No Website (Only Justdial & Google Map listing),Founders / Master Makeup Artists,+91 9846 167 870,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1151,Pari Makeover & Bridal Artistry,Luxury Salons & Bridal Studios,Sector 16 Market,Opposite DTU Hub,"Rohini, Delhi - 110089",Rs. 8.0 - 14.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.5 Stars (525 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9875 999 646,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1152,Bliss Unisex Hair & Beauty Lounge,Luxury Salons & Bridal Studios,Sector 17 Commercial Hub,Near City Centre,"Rohini, Delhi - 110089",Rs. 11.0 - 15.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.4 Stars (673 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9811 393 166,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1153,Radiant Bride Makeover & Academy,Luxury Salons & Bridal Studios,Sector 24 Commercial Centre,Near Rithala Metro Link,"Rohini, Delhi - 110085",Rs. 10.0 - 13.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.5 Stars (116 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Founders / Master Makeup Artists,+91 9838 582 509,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1154,Scissors Society Premium Salon,Luxury Salons & Bridal Studios,Sector 3 Rohini Market,Near Jaipur Golden Hospital,"Rohini, Delhi - 110085",Rs. 16.0 - 20.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (655 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9837 731 587,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1155,Touch & Glow Beauty Studio & Nail Bar,Luxury Salons & Bridal Studios,Sector 5 CSC Market,Near Rajiv Gandhi Cancer Institute,"Rohini, Delhi - 110085",Rs. 21.0 - 25.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.9 Stars (327 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Founders / Master Makeup Artists,+91 9892 534 880,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1156,Ridhima Makeovers & Bridal Suite,Luxury Salons & Bridal Studios,Sector 6 Commercial Complex,Near Ayodhya Chowk,"Rohini, Delhi - 110085",Rs. 8.0 - 14.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.4 Stars (195 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9878 116 511,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1157,Reflexions Unisex Hair & Skin Lounge,Luxury Salons & Bridal Studios,Sector 18 Commercial Hub,Badli Road / Samaypur link,"Rohini, Delhi - 110089",Rs. 19.0 - 21.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.9 Stars (589 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Founders / Master Makeup Artists,+91 9815 747 968,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1158,Glitz & Glamour Nail & Lash Bar,Luxury Salons & Bridal Studios,Sector 22 Market,Near Pocket 4 Market,"Rohini, Delhi - 110086",Rs. 19.0 - 22.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.7 Stars (568 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9846 584 839,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1159,Sparkle Bridal & Party Makeovers,Luxury Salons & Bridal Studios,Sector 25 Marble & Commercial Hub,Near Rithala Industrial Area,"Rohini, Delhi - 110085",Rs. 9.0 - 13.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.7 Stars (190 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Founders / Master Makeup Artists,+91 9854 573 244,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1160,The Makeover Room By Sonal,Luxury Salons & Bridal Studios,Mangolpuri Marble Market Hub (Rohini Border),Main Outer Ring Road,"Rohini, Delhi - 110083",Rs. 14.0 - 19.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.7 Stars (553 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Founders / Master Makeup Artists,+91 9823 140 248,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1161,Mane Attraction Hair & Beard Studio,Luxury Salons & Bridal Studios,GT Karnal Road Banquet Belt,Alipur / Rohini Extn,"Rohini, Delhi - 110036",Rs. 13.0 - 17.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (372 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9838 765 876,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1162,Lavish Locks Luxury Salon & Spa,Luxury Salons & Bridal Studios,Pitampura Commercial Hub,Near Netaji Subhash Place / Rani Bagh,"Rohini, Delhi - 110034",Rs. 14.0 - 20.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.3 Stars (625 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9817 605 875,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1163,Bridal Bliss Makeovers & Academy,Luxury Salons & Bridal Studios,Sector 7 Market,Near Rohini West Metro Station,"Rohini, Delhi - 110085",Rs. 10.0 - 13.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (180 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9849 854 263,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1164,Sleek & Chic Unisex Salon,Luxury Salons & Bridal Studios,Sector 8 Main Market,Near Rohini East Metro Station,"Rohini, Delhi - 110085",Rs. 17.0 - 22.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.9 Stars (659 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9865 143 502,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1165,The Nail Story & Lash Extension Studio,Luxury Salons & Bridal Studios,Sector 9 Commercial Complex,Near DC Chowk,"Rohini, Delhi - 110085",Rs. 13.0 - 16.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.9 Stars (636 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9861 668 907,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1166,Anjali Makeover & HD Bridal Lounge,Luxury Salons & Bridal Studios,Sector 11 Market,Near G3S Mall & Garg Trade Centre,"Rohini, Delhi - 110085",Rs. 12.0 - 14.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (408 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Founders / Master Makeup Artists,+91 9831 834 774,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1167,Silk & Shine Hair Studio,Luxury Salons & Bridal Studios,Sector 13 Central Market,Ring Road / Bhagwan Mahavir Hospital Road,"Rohini, Delhi - 110085",Rs. 16.0 - 20.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.9 Stars (529 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9844 615 684,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1168,The Grooming Lounge For Men Rohini,Luxury Salons & Bridal Studios,Sector 14 Prashant Vihar,Near Fun Cinema / Outer Ring Road,"Rohini, Delhi - 110085",Rs. 11.0 - 17.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (667 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9838 550 688,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1169,Vandana Makeover & Hair Stylist,Luxury Salons & Bridal Studios,Sector 15 Main Commercial Market,Near KN Katju Marg,"Rohini, Delhi - 110089",Rs. 8.0 - 11.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (307 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Founders / Master Makeup Artists,+91 9842 246 665,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1170,Color Bar Unisex Hair Studio,Luxury Salons & Bridal Studios,Sector 16 Market,Opposite DTU Hub,"Rohini, Delhi - 110089",Rs. 18.0 - 21.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.5 Stars (508 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9887 437 454,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1171,Elite Bridal Makeovers & Spa,Luxury Salons & Bridal Studios,Sector 17 Commercial Hub,Near City Centre,"Rohini, Delhi - 110089",Rs. 18.0 - 22.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (322 Reviews),No Website (Only Justdial & Google Map listing),Founders / Master Makeup Artists,+91 9813 406 421,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1172,Glam Quotient Unisex Salon,Luxury Salons & Bridal Studios,Sector 24 Commercial Centre,Near Rithala Metro Link,"Rohini, Delhi - 110085",Rs. 19.0 - 24.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.5 Stars (527 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9850 714 552,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1173,Priya Verma Makeover & Academy,Luxury Salons & Bridal Studios,Sector 3 Rohini Market,Near Jaipur Golden Hospital,"Rohini, Delhi - 110085",Rs. 10.0 - 16.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (87 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9887 424 976,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1174,Cut & Craft Unisex Hair Lounge,Luxury Salons & Bridal Studios,Sector 5 CSC Market,Near Rajiv Gandhi Cancer Institute,"Rohini, Delhi - 110085",Rs. 15.0 - 21.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (360 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9814 813 119,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1175,The Royal Turban & Groom Styling Hub,Luxury Salons & Bridal Studios,Sector 6 Commercial Complex,Near Ayodhya Chowk,"Rohini, Delhi - 110085",Rs. 17.0 - 21.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.5 Stars (290 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Founders / Master Makeup Artists,+91 9831 470 441,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1176,Shine & Glow Bridal Makeup Studio,Luxury Salons & Bridal Studios,Sector 18 Commercial Hub,Badli Road / Samaypur link,"Rohini, Delhi - 110089",Rs. 14.0 - 17.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.4 Stars (425 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9838 869 775,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1177,Trends Unisex Hair & Nail Studio,Luxury Salons & Bridal Studios,Sector 22 Market,Near Pocket 4 Market,"Rohini, Delhi - 110086",Rs. 22.0 - 26.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (144 Reviews),No Website (Only Justdial & Google Map listing),Founders / Master Makeup Artists,+91 9890 593 826,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1178,Monika Makeover & Beauty Academy,Luxury Salons & Bridal Studios,Sector 25 Marble & Commercial Hub,Near Rithala Industrial Area,"Rohini, Delhi - 110085",Rs. 16.0 - 20.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.4 Stars (671 Reviews),No Website (Only Justdial & Google Map listing),Founders / Master Makeup Artists,+91 9814 991 388,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1179,The Hair Republic Rohini,Luxury Salons & Bridal Studios,Mangolpuri Marble Market Hub (Rohini Border),Main Outer Ring Road,"Rohini, Delhi - 110083",Rs. 12.0 - 17.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.9 Stars (397 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9858 552 900,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1180,Gleam Beauty Lounge & Bridal Hub,Luxury Salons & Bridal Studios,GT Karnal Road Banquet Belt,Alipur / Rohini Extn,"Rohini, Delhi - 110036",Rs. 18.0 - 22.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.9 Stars (288 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9853 123 451,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1181,Divas Beauty Bar & Nail Art Lounge,Luxury Salons & Bridal Studios,Pitampura Commercial Hub,Near Netaji Subhash Place / Rani Bagh,"Rohini, Delhi - 110034",Rs. 16.0 - 22.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (578 Reviews),No Website (Only Justdial & Google Map listing),Founders / Master Makeup Artists,+91 9865 511 844,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1182,Studio 11 Unisex Salon & Bridal Bar,Luxury Salons & Bridal Studios,Sector 7 Market,Near Rohini West Metro Station,"Rohini, Delhi - 110085",Rs. 14.0 - 16.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.5 Stars (497 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9873 305 891,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1183,Aura Luxury Salon & Nail Artistry,Luxury Salons & Bridal Studios,Sector 8 Main Market,Near Rohini East Metro Station,"Rohini, Delhi - 110085",Rs. 8.0 - 13.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.4 Stars (457 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9843 964 773,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1184,Megha Makeovers & HD Bridal Studio,Luxury Salons & Bridal Studios,Sector 9 Commercial Complex,Near DC Chowk,"Rohini, Delhi - 110085",Rs. 11.0 - 17.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.9 Stars (554 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9852 694 766,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1185,Urban Trendz Unisex Salon & Spa,Luxury Salons & Bridal Studios,Sector 11 Market,Near G3S Mall & Garg Trade Centre,"Rohini, Delhi - 110085",Rs. 22.0 - 26.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (461 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9862 340 851,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1186,Bella Donna Bridal & Beauty Lounge,Luxury Salons & Bridal Studios,Sector 13 Central Market,Ring Road / Bhagwan Mahavir Hospital Road,"Rohini, Delhi - 110085",Rs. 18.0 - 22.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (418 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9876 892 482,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1187,Surbhi Soin Bridal Makeover Studio (Branch 2),Luxury Salons & Bridal Studios,Sector 14 Prashant Vihar,Near Fun Cinema / Outer Ring Road,"Rohini, Delhi - 110085",Rs. 16.0 - 20.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (510 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9825 762 784,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1188,Blush A Styling Hub & Luxury Salon (Branch 2),Luxury Salons & Bridal Studios,Sector 15 Main Commercial Market,Near KN Katju Marg,"Rohini, Delhi - 110089",Rs. 11.0 - 15.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.4 Stars (630 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9835 772 107,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
