Lead_ID,Business_Name,Category,Sub_Specialization,Exact_Physical_Address,City_Region,Est_Monthly_Revenue,Avg_Ticket_Size,Current_Website_Status,Decision_Maker,SahayShakti_Pitch_Hook,Lead_Priority,Outreach_Status
SST-OSM-CLOTH-0028,Ravi Garments,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.730, Lon: 77.164)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0029,Sethi Cloth House,"Branded Clothing, Custom Boutiques & Bridal Wear",Fabric Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.730, Lon: 77.164)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0030,Bhola Jewellers,"Branded Clothing, Custom Boutiques & Bridal Wear",Jewelry Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.730, Lon: 77.164)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0031,Jai Ma Santoshi Tailor,"Branded Clothing, Custom Boutiques & Bridal Wear",Tailor Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.730, Lon: 77.164)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0032,Raj Tailors,"Branded Clothing, Custom Boutiques & Bridal Wear",Tailor Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.732, Lon: 77.169)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0033,Fashion Club,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.722, Lon: 77.169)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0034,Champion Unisex Gym,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.722, Lon: 77.169)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0035,Fashion Club,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.722, Lon: 77.169)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0036,The New Gym,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.722, Lon: 77.168)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0037,Rameshwari Cloth House,"Branded Clothing, Custom Boutiques & Bridal Wear",Fabric Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.722, Lon: 77.170)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0038,Jain Selection,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.723, Lon: 77.166)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0039,Selection Garments,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.730, Lon: 77.166)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0040,Hare Krishna Traders Ramgarh,"Branded Clothing, Custom Boutiques & Bridal Wear",Wholesale Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.728, Lon: 77.162)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0041,Mohammad Yusuf,"Branded Clothing, Custom Boutiques & Bridal Wear",Tailor Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.718, Lon: 77.175)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0042,SK Tailors,"Branded Clothing, Custom Boutiques & Bridal Wear",Tailor Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.714, Lon: 77.178)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0043,Fitness Hub,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.741, Lon: 77.133)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0044,Xpose Fitness,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.743, Lon: 77.132)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0045,ORBITE SOCKS,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.742, Lon: 77.133)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0046,Sadgi Boutique,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.742, Lon: 77.133)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0047,Tofiq Sons,"Branded Clothing, Custom Boutiques & Bridal Wear",Tailor Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.715, Lon: 77.177)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0048,Afshana Boutique,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.754, Lon: 77.162)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0049,M/s Sunny Store,"Branded Clothing, Custom Boutiques & Bridal Wear",Wholesale Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.726, Lon: 77.174)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0050,Dynamic Fitness & Crossfit,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.721, Lon: 77.177)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0051,Jaipur Diamond,"Branded Clothing, Custom Boutiques & Bridal Wear",Tailor Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.723, Lon: 77.169)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0052,New Simran Tailors,"Branded Clothing, Custom Boutiques & Bridal Wear",Tailor Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.723, Lon: 77.169)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0053,g for gym,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.741, Lon: 77.133)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0054,RC Enterprises,"Branded Clothing, Custom Boutiques & Bridal Wear",Wholesale Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.746, Lon: 77.160)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0055,Vijay Footwear,"Branded Clothing, Custom Boutiques & Bridal Wear",Shoes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.746, Lon: 77.160)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0056,Hansraj and Sons,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.744, Lon: 77.154)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0057,Family Fitness Gym,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.751, Lon: 77.160)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0058,Jockey,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.731, Lon: 77.087)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0059,Decathlon,"Branded Clothing, Custom Boutiques & Bridal Wear",Sports Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.724, Lon: 77.113)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0060,Himalayan Engineering Services,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.748, Lon: 77.165)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0061,Mahira Designer Boutique,"Branded Clothing, Custom Boutiques & Bridal Wear",Tailor Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.717, Lon: 77.175)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0062,Only Brands,"Branded Clothing, Custom Boutiques & Bridal Wear",Shoes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.716, Lon: 77.174)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0063,Hustle 365 Gym,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.716, Lon: 77.174)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0064,Bunty Tailor,"Branded Clothing, Custom Boutiques & Bridal Wear",Tailor Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.746, Lon: 77.162)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0065,Lifestyle,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.717, Lon: 77.114)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0066,Ramesh Jewellers,"Branded Clothing, Custom Boutiques & Bridal Wear",Jewelry Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.733, Lon: 77.164)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0067,Reet Collection,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.750, Lon: 77.175)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0068,Komal Boutique,"Branded Clothing, Custom Boutiques & Bridal Wear",Tailor Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.751, Lon: 77.175)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0069,Xtreme Fit Gym,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.743, Lon: 77.168)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0070,A2 Traders,"Branded Clothing, Custom Boutiques & Bridal Wear",Wholesale Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.742, Lon: 77.166)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0071,Snip Fitness,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.730, Lon: 77.116)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0072,V FNN,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.737, Lon: 77.110)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0073,Smash To Fashion,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.735, Lon: 77.110)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0074,Saloni Creations,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.735, Lon: 77.110)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0075,Sport Sun,"Branded Clothing, Custom Boutiques & Bridal Wear",Sports Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.738, Lon: 77.116)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0076,Eden Sports,"Branded Clothing, Custom Boutiques & Bridal Wear",Sports Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.738, Lon: 77.116)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
