Lead_ID,Business_Name,Category,Address_Locality,Pincode,City,Phone_Contact,Website_Status,Est_Monthly_Revenue,Avg_Ticket_Size,Decision_Maker,Operating_Hours,SahayShakti_Pitch_Strategy,Lead_Priority,Outreach_Status
SST-REAL-ROH-0266,DGD Keshav Puram C7,Dental & Healthcare Clinics,North West,110035,"Rohini, Delhi",27188270,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0267,DGD Rohini Sector18,Dental & Healthcare Clinics,North,110089,"Rohini, Delhi",27855484,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0268,Dispensary Of M.C.D. Mangolpuri S Block,Dental & Healthcare Clinics,North West,110083,"Rohini, Delhi",27911080,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0269,DGD Laxmi Vihar,Dental & Healthcare Clinics,North West,110081,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0270,North Delhi Nursing Home,Dental & Healthcare Clinics,North West,110052,"Rohini, Delhi",27422131,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0271,DGD Sultanpuri,Dental & Healthcare Clinics,North West,110086,"Rohini, Delhi",25968044,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0272,Family Hospital,Dental & Healthcare Clinics,North West,110085,"Rohini, Delhi",27517874,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0273,Kumar Medical & Maternity Centre,Dental & Healthcare Clinics,North West,110088,"Rohini, Delhi",27479410,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0274,DGD Shalimar Bagh AC1,Dental & Healthcare Clinics,North,110088,"Rohini, Delhi",27487505,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0275,Aam Aadhmi Polyclinic Rohini Sec 4,Dental & Healthcare Clinics,North West,110085,"Rohini, Delhi",27045890,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0276,Brahm Shakti Hospital,Dental & Healthcare Clinics,North West,110086,"Rohini, Delhi",27537967,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0277,Spring Dales Medical Centre,Dental & Healthcare Clinics,North West,110085,"Rohini, Delhi",+91 01127563963,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,Mo-Sa 09:00-21:00,"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0278,MCW Shakurpur,Dental & Healthcare Clinics,North West,110034,"Rohini, Delhi",27183448,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0279,DGD Shakur Pur I Block,Dental & Healthcare Clinics,North West,110034,"Rohini, Delhi",27187380,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0280,DGD Mangol Puri,Dental & Healthcare Clinics,North West,110083,"Rohini, Delhi",27922997,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0281,D.R. Nursing Home,Dental & Healthcare Clinics,North West,110052,"Rohini, Delhi",27229394,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0282,Dispensary Sultanpuri B Block,Dental & Healthcare Clinics,North West,110086,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0283,Kanta Sethi Hospital,Dental & Healthcare Clinics,North West,110085,"Rohini, Delhi",27525262,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0284,MCW Pitampura,Dental & Healthcare Clinics,North West,110034,"Rohini, Delhi",27344119,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0285,NRHM Dispensary Aman Vihar,Dental & Healthcare Clinics,North West,110086,"Rohini, Delhi",25180543,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0286,Maheshwari Hospital,Dental & Healthcare Clinics,North West,110034,"Rohini, Delhi",27341460,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0287,"Naresh Goyal,MCW center rampura",Dental & Healthcare Clinics,North West,110035,"Rohini, Delhi",27395521,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0288,DGD Shalimar B Block,Dental & Healthcare Clinics,North West,110052,"Rohini, Delhi",27486246,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0290,Dantam - Complete Dental Care,Dental & Healthcare Clinics,"Shop No 1, DDA Market Tarun Enclave Pitampura",110034,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,www.Dantam.in,Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,Tu-Sa 10:30-21:00,"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",Warm (Needs Modern Revamp),Uncontacted
SST-REAL-ROH-0292,Sanjivani Hospital,Dental & Healthcare Clinics,West Delhi,110041,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0293,Satyabhama Hospital,Dental & Healthcare Clinics,West Delhi,110041,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0294,Jain Clinic,Dental & Healthcare Clinics,West Delhi,110063,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0295,Rao Raghubir Hospital,Dental & Healthcare Clinics,West Delhi,110041,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0296,Sodhi Nursing Home and ENT Hospital,Dental & Healthcare Clinics,West Delhi,110087,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0297,Mehra Hospital,Dental & Healthcare Clinics,West Delhi,110026,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0298,Sonia Hospital,Dental & Healthcare Clinics,West Delhi,110041,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0299,Shri Mahant Gurmukh Singhji Charitable Hospital,Dental & Healthcare Clinics,West Delhi,110026,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0300,Konarc Hospital,Dental & Healthcare Clinics,West Delhi,110041,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0301,Santosh Hospital,Dental & Healthcare Clinics,West Delhi,110041,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0302,Sumitra Hospital,Dental & Healthcare Clinics,West Delhi,110026,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0303,Sanchet Hospital,Dental & Healthcare Clinics,West Delhi,110087,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0304,Dr. Yashodhara Sharma,Dental & Healthcare Clinics,West Delhi,110063,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0305,Durga Diagnostic Centre,Dental & Healthcare Clinics,West Delhi,110041,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0306,Ardent Ganpati Hospital,Dental & Healthcare Clinics,West Delhi,110041,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0307,Dhruv Hospital,Dental & Healthcare Clinics,West Delhi,110083,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0308,Dr Suresh Garg - Eye & Laser Hospital,Dental & Healthcare Clinics,West Delhi,110063,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0309,Mansaram Hospital,Dental & Healthcare Clinics,West Delhi,110041,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0310,Raj Poly Clinic Hospital,Dental & Healthcare Clinics,North West Delhi,110086,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0311,Jain Muni Roshan Lal Charitable Hospital,Dental & Healthcare Clinics,North West Delhi,110035,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0312,Dr. Mahesh Kapoor,Dental & Healthcare Clinics,North West Delhi,110083,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0313,North Delhi Diabetes Center,Dental & Healthcare Clinics,North West Delhi,110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0314,Kesar Hospital,Dental & Healthcare Clinics,North West Delhi,110086,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0315,Devansh Hospital,Dental & Healthcare Clinics,North Delhi,110039,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0316,Hitaishi Hospital,Dental & Healthcare Clinics,North West Delhi,110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0317,Dispensary Child Welfare Centre,Dental & Healthcare Clinics,North West Delhi,110034,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0318,Airmid Hospital,Dental & Healthcare Clinics,North Delhi,110042,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0319,Gahlot Hospital,Dental & Healthcare Clinics,North West Delhi,110081,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0320,ESI TB Hospital,Dental & Healthcare Clinics,North Delhi,110042,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0321,Navjeevan Hospital,Dental & Healthcare Clinics,North West Delhi,110088,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
