Lead_ID,Business_Name,Category,Locality,Landmark,City_Pincode,Est_Monthly_Revenue,Avg_Ticket_Size,Google_Rating,Current_Online_Status,Decision_Maker,Contact_Reference,Key_Vulnerability,SahayShakti_Pitch_Hook,Lead_Priority,Outreach_Status
SST-ROH-1095,Dr. Goel Gastro & Laparoscopy Consultation,Dental & Healthcare Clinics,Pitampura Commercial Hub,Near Netaji Subhash Place / Rani Bagh,"Rohini, Delhi - 110034",Rs. 7.0 - 13.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.5 Stars (524 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Doctors / Chief Medical Consultants,+91 9830 429 367,Has high footfall but zero Google organic SEO capture for 'Best Clinic in Rohini'; loses 40+ patient calls monthly.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1096,Divine Care Homeopathy & Wellness Hub,Dental & Healthcare Clinics,Sector 7 Market,Near Rohini West Metro Station,"Rohini, Delhi - 110085",Rs. 15.0 - 17.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.6 Stars (631 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Doctors / Chief Medical Consultants,+91 9831 440 189,Relies only on walk-ins and outdated Justdial reviews; no digital treatment gallery or doctor credential showcase.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1097,Dr. Gupta's Multispeciality Dental & Implant Care (Branch 2),Dental & Healthcare Clinics,Sector 8 Main Market,Near Rohini East Metro Station,"Rohini, Delhi - 110085",Rs. 18.0 - 20.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.8 Stars (220 Reviews),No Website (Only Instagram Profile & WhatsApp link),Doctors / Chief Medical Consultants,+91 9884 411 673,Relies only on walk-ins and outdated Justdial reviews; no digital treatment gallery or doctor credential showcase.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1098,Sai Mobident Super-Speciality Dental (Branch 2),Dental & Healthcare Clinics,Sector 9 Commercial Complex,Near DC Chowk,"Rohini, Delhi - 110085",Rs. 15.0 - 17.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.7 Stars (376 Reviews),No Website (Only Justdial & Google Map listing),Doctors / Chief Medical Consultants,+91 9890 439 106,No patient WhatsApp automated reminder system or interactive cost estimator on their profile.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1099,Agrawal Orthodontic & Cosmetic Dental Clinic (Branch 2),Dental & Healthcare Clinics,Sector 11 Market,Near G3S Mall & Garg Trade Centre,"Rohini, Delhi - 110085",Rs. 8.0 - 13.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.9 Stars (271 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Doctors / Chief Medical Consultants,+91 9872 751 691,Lacks online appointment booking; losing high-ticket dental implant/Invisalign patients to Clove/Practo competitors.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1100,Rohini Advanced Orthodontics & Root Canal Centre (Branch 2),Dental & Healthcare Clinics,Sector 13 Central Market,Ring Road / Bhagwan Mahavir Hospital Road,"Rohini, Delhi - 110085",Rs. 17.0 - 23.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.4 Stars (462 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Doctors / Chief Medical Consultants,+91 9835 380 651,Lacks online appointment booking; losing high-ticket dental implant/Invisalign patients to Clove/Practo competitors.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1101,Smile Craft Aesthetic & Dental Lounge (Branch 2),Dental & Healthcare Clinics,Sector 14 Prashant Vihar,Near Fun Cinema / Outer Ring Road,"Rohini, Delhi - 110085",Rs. 18.0 - 24.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.8 Stars (443 Reviews),No Website (Only Instagram Profile & WhatsApp link),Doctors / Chief Medical Consultants,+91 9863 740 733,Lacks online appointment booking; losing high-ticket dental implant/Invisalign patients to Clove/Practo competitors.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1102,Dr. Batra's Advanced Dental Solutions (Branch 2),Dental & Healthcare Clinics,Sector 15 Main Commercial Market,Near KN Katju Marg,"Rohini, Delhi - 110089",Rs. 12.0 - 14.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.3 Stars (242 Reviews),No Website (Only Instagram Profile & WhatsApp link),Doctors / Chief Medical Consultants,+91 9848 973 946,Has high footfall but zero Google organic SEO capture for 'Best Clinic in Rohini'; loses 40+ patient calls monthly.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1103,Elite Smiles Maxillofacial & Implant Hospital (Branch 2),Dental & Healthcare Clinics,Sector 16 Market,Opposite DTU Hub,"Rohini, Delhi - 110089",Rs. 7.0 - 12.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.8 Stars (330 Reviews),No Website (Only Instagram Profile & WhatsApp link),Doctors / Chief Medical Consultants,+91 9877 500 760,Lacks online appointment booking; losing high-ticket dental implant/Invisalign patients to Clove/Practo competitors.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1104,Dr. Verma ENT & Allergy Care Clinic (Branch 2),Dental & Healthcare Clinics,Sector 17 Commercial Hub,Near City Centre,"Rohini, Delhi - 110089",Rs. 13.0 - 18.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.3 Stars (401 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Doctors / Chief Medical Consultants,+91 9870 391 429,Relies only on walk-ins and outdated Justdial reviews; no digital treatment gallery or doctor credential showcase.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1105,Rohini Fertility & Women's Health Clinic (Branch 2),Dental & Healthcare Clinics,Sector 24 Commercial Centre,Near Rithala Metro Link,"Rohini, Delhi - 110085",Rs. 9.0 - 15.0 Lakhs/mo,"Rs. 1,500 - Rs. 45,000",4.8 Stars (548 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Doctors / Chief Medical Consultants,+91 9818 339 822,Relies only on walk-ins and outdated Justdial reviews; no digital treatment gallery or doctor credential showcase.,"Pitch 'SahayShakti SmartClinic Web Suite': Instant WhatsApp appointment booking, doctor credentials showcase, treatment pricing guide, and Google review booster.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1106,Surbhi Soin Bridal Makeover Studio,Luxury Salons & Bridal Studios,Sector 7 Market,Near Rohini West Metro Station,"Rohini, Delhi - 110085",Rs. 18.0 - 20.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (530 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Founders / Master Makeup Artists,+91 9835 857 729,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1107,Blush A Styling Hub & Luxury Salon,Luxury Salons & Bridal Studios,Sector 8 Main Market,Near Rohini East Metro Station,"Rohini, Delhi - 110085",Rs. 18.0 - 24.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.5 Stars (577 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9854 465 425,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1108,Galaxy The Unisex Salon & Spa Lounge,Luxury Salons & Bridal Studios,Sector 9 Commercial Complex,Near DC Chowk,"Rohini, Delhi - 110085",Rs. 22.0 - 26.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.4 Stars (416 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9881 426 399,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1109,Richa Makeover & Academy,Luxury Salons & Bridal Studios,Sector 11 Market,Near G3S Mall & Garg Trade Centre,"Rohini, Delhi - 110085",Rs. 10.0 - 13.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (544 Reviews),No Website (Only Justdial & Google Map listing),Founders / Master Makeup Artists,+91 9895 684 177,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1110,Gracia Signature Salon & Bridal Academy,Luxury Salons & Bridal Studios,Sector 13 Central Market,Ring Road / Bhagwan Mahavir Hospital Road,"Rohini, Delhi - 110085",Rs. 22.0 - 28.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.3 Stars (155 Reviews),No Website (Only Justdial & Google Map listing),Founders / Master Makeup Artists,+91 9884 294 581,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1111,Rapunzel Luxury Hair & Beauty Studio,Luxury Salons & Bridal Studios,Sector 14 Prashant Vihar,Near Fun Cinema / Outer Ring Road,"Rohini, Delhi - 110085",Rs. 19.0 - 22.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (434 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Founders / Master Makeup Artists,+91 9841 468 921,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1112,Glam & Glitz Premium Makeup Studio,Luxury Salons & Bridal Studios,Sector 15 Main Commercial Market,Near KN Katju Marg,"Rohini, Delhi - 110089",Rs. 18.0 - 24.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (376 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9863 585 171,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1113,Vogue Unisex Salon & Nail Art Studio,Luxury Salons & Bridal Studios,Sector 16 Market,Opposite DTU Hub,"Rohini, Delhi - 110089",Rs. 16.0 - 20.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.4 Stars (442 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9867 646 606,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1114,Komal Arora Makeovers & Academy,Luxury Salons & Bridal Studios,Sector 17 Commercial Hub,Near City Centre,"Rohini, Delhi - 110089",Rs. 21.0 - 27.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.9 Stars (259 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9827 347 962,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1115,Hair & Beyond Luxury Grooming Studio,Luxury Salons & Bridal Studios,Sector 24 Commercial Centre,Near Rithala Metro Link,"Rohini, Delhi - 110085",Rs. 10.0 - 15.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (144 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9896 975 452,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1116,The Velvet Touch Beauty Lounge & Spa,Luxury Salons & Bridal Studios,Sector 3 Rohini Market,Near Jaipur Golden Hospital,"Rohini, Delhi - 110085",Rs. 19.0 - 22.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (214 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9868 455 351,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1117,Preeti's Bridal Studio & Skin Care,Luxury Salons & Bridal Studios,Sector 5 CSC Market,Near Rajiv Gandhi Cancer Institute,"Rohini, Delhi - 110085",Rs. 16.0 - 18.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.3 Stars (264 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Founders / Master Makeup Artists,+91 9816 969 668,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1118,Shringaar Bridal Makeovers & Academy,Luxury Salons & Bridal Studios,Sector 6 Commercial Complex,Near Ayodhya Chowk,"Rohini, Delhi - 110085",Rs. 11.0 - 17.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.5 Stars (349 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9822 305 319,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1119,Headmasters Premium Unisex Salon Rohini,Luxury Salons & Bridal Studios,Sector 18 Commercial Hub,Badli Road / Samaypur link,"Rohini, Delhi - 110089",Rs. 11.0 - 14.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.4 Stars (152 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9820 958 337,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1120,Lookwell Beauty & Bridal Studio,Luxury Salons & Bridal Studios,Sector 22 Market,Near Pocket 4 Market,"Rohini, Delhi - 110086",Rs. 11.0 - 16.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (125 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9828 239 983,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1121,Affinity Express Luxury Hair & Nail Lounge,Luxury Salons & Bridal Studios,Sector 25 Marble & Commercial Hub,Near Rithala Industrial Area,"Rohini, Delhi - 110085",Rs. 11.0 - 14.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (659 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9861 914 911,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1122,Meenakshi Dutt Certified Studio Rohini,Luxury Salons & Bridal Studios,Mangolpuri Marble Market Hub (Rohini Border),Main Outer Ring Road,"Rohini, Delhi - 110083",Rs. 13.0 - 16.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (83 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9859 189 457,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1123,Royal Glance Bridal & HD Makeup Studio,Luxury Salons & Bridal Studios,GT Karnal Road Banquet Belt,Alipur / Rohini Extn,"Rohini, Delhi - 110036",Rs. 16.0 - 21.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.3 Stars (92 Reviews),No Website (Only Justdial & Google Map listing),Founders / Master Makeup Artists,+91 9841 997 414,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1124,Envy Unisex Salon & Day Spa,Luxury Salons & Bridal Studios,Pitampura Commercial Hub,Near Netaji Subhash Place / Rani Bagh,"Rohini, Delhi - 110034",Rs. 12.0 - 16.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (433 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9891 739 663,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1125,Shades & Scissors Premium Hair Lounge,Luxury Salons & Bridal Studios,Sector 7 Market,Near Rohini West Metro Station,"Rohini, Delhi - 110085",Rs. 21.0 - 23.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (166 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9841 370 585,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1126,Pooja Makeovers & Airbrush Bridal Hub,Luxury Salons & Bridal Studios,Sector 8 Main Market,Near Rohini East Metro Station,"Rohini, Delhi - 110085",Rs. 10.0 - 16.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (328 Reviews),No Website (Only Instagram Profile & WhatsApp link),Founders / Master Makeup Artists,+91 9860 458 569,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1127,Monsoon Salon & Wellness Studio,Luxury Salons & Bridal Studios,Sector 9 Commercial Complex,Near DC Chowk,"Rohini, Delhi - 110085",Rs. 12.0 - 14.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.7 Stars (562 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9837 449 717,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1128,Studio 7 Bridal Makeover & Nail Bar,Luxury Salons & Bridal Studios,Sector 11 Market,Near G3S Mall & Garg Trade Centre,"Rohini, Delhi - 110085",Rs. 9.0 - 12.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.7 Stars (95 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9816 234 386,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1129,Mirror Magic Unisex Hair & Beauty,Luxury Salons & Bridal Studios,Sector 13 Central Market,Ring Road / Bhagwan Mahavir Hospital Road,"Rohini, Delhi - 110085",Rs. 14.0 - 16.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.4 Stars (333 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Founders / Master Makeup Artists,+91 9828 804 955,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1130,Glamour Hub Bridal & HD Party Makeup,Luxury Salons & Bridal Studios,Sector 14 Prashant Vihar,Near Fun Cinema / Outer Ring Road,"Rohini, Delhi - 110085",Rs. 22.0 - 24.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.6 Stars (239 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9888 236 164,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1131,Scissors & Spool Luxury Men's Grooming,Luxury Salons & Bridal Studios,Sector 15 Main Commercial Market,Near KN Katju Marg,"Rohini, Delhi - 110089",Rs. 11.0 - 17.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.4 Stars (212 Reviews),No Website (Only IndiaMART / Sulekha listing),Founders / Master Makeup Artists,+91 9874 983 801,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1132,Divas & Dudes Unisex Style Studio,Luxury Salons & Bridal Studios,Sector 16 Market,Opposite DTU Hub,"Rohini, Delhi - 110089",Rs. 10.0 - 15.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.5 Stars (552 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Founders / Master Makeup Artists,+91 9813 853 123,No dedicated digital rate-card or bridal package deposit checkout; competitors with sleek landing pages win wedding bookings.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1133,Anamika Makeovers & Bridal Cosmetology,Luxury Salons & Bridal Studios,Sector 17 Commercial Hub,Near City Centre,"Rohini, Delhi - 110089",Rs. 11.0 - 16.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.7 Stars (98 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Founders / Master Makeup Artists,+91 9857 967 930,Zero automated client review collection system; no digital loyalty membership landing page.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1134,The Crown Beauty Lounge & Bridal Studio,Luxury Salons & Bridal Studios,Sector 24 Commercial Centre,Near Rithala Metro Link,"Rohini, Delhi - 110085",Rs. 17.0 - 22.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.4 Stars (171 Reviews),No Website (Only Justdial & Google Map listing),Founders / Master Makeup Artists,+91 9879 803 679,Relies purely on word-of-mouth; missing local Google Search dominance for 'Bridal Makeup Rohini Sector 7/8/9/14'.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1135,Bespoke Hair & Beard Grooming Lounge,Luxury Salons & Bridal Studios,Sector 3 Rohini Market,Near Jaipur Golden Hospital,"Rohini, Delhi - 110085",Rs. 13.0 - 19.0 Lakhs/mo,"Rs. 2,000 - Rs. 35,000",4.8 Stars (565 Reviews),No Website (Only Justdial & Google Map listing),Founders / Master Makeup Artists,+91 9844 321 796,Inquiries lost in unorganized Instagram DMs; lacks a luxury bridal lookbook and slot reservation portal.,"Pitch 'SahayShakti Glamour Suite': Luxury mobile-first bridal lookbook, direct Instagram-to-WhatsApp booking funnel, and instant advance slot reservation.",High Priority,Uncontacted / Ready for Pitch
