Lead_ID,Business_Name,Category,Locality,Landmark,City_Pincode,Est_Monthly_Revenue,Avg_Ticket_Size,Google_Rating,Current_Online_Status,Decision_Maker,Contact_Reference,Key_Vulnerability,SahayShakti_Pitch_Hook,Lead_Priority,Outreach_Status
SST-ROH-1336,Top Rankers Law & CLAT Coaching Hub,Coaching Institutes & EdTech,Sector 16 Market,Opposite DTU Hub,"Rohini, Delhi - 110089",Rs. 19.0 - 21.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.6 Stars (404 Reviews),No Website (Only IndiaMART / Sulekha listing),Directors / Academic Heads,+91 9877 540 619,"No dedicated landing page for seasonal crash courses (CUET, NEET, CA Foundation, IELTS intake).","Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1337,Edulight Tuition Centre Sector 15,Coaching Institutes & EdTech,Sector 17 Commercial Hub,Near City Centre,"Rohini, Delhi - 110089",Rs. 24.0 - 30.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.5 Stars (506 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Directors / Academic Heads,+91 9899 973 160,No online demo lecture registration or test series lead-capture funnel; loses students to branded test prep portals.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1338,Knowledge Park JEE-NEET Foundation,Coaching Institutes & EdTech,Sector 24 Commercial Centre,Near Rithala Metro Link,"Rohini, Delhi - 110085",Rs. 23.0 - 25.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.7 Stars (446 Reviews),No Website (Only IndiaMART / Sulekha listing),Directors / Academic Heads,+91 9884 721 991,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1339,Fly Abroad Overseas Education Consultants,Coaching Institutes & EdTech,Sector 3 Rohini Market,Near Jaipur Golden Hospital,"Rohini, Delhi - 110085",Rs. 25.0 - 27.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.6 Stars (388 Reviews),No Website (Only IndiaMART / Sulekha listing),Directors / Academic Heads,+91 9842 558 352,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1340,Spectrum Science & Mathematics Classes,Coaching Institutes & EdTech,Sector 5 CSC Market,Near Rajiv Gandhi Cancer Institute,"Rohini, Delhi - 110085",Rs. 23.0 - 26.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.6 Stars (257 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Directors / Academic Heads,+91 9899 467 399,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1341,Wisdom Academy For CUET & Commerce,Coaching Institutes & EdTech,Sector 6 Commercial Complex,Near Ayodhya Chowk,"Rohini, Delhi - 110085",Rs. 11.0 - 17.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.9 Stars (134 Reviews),No Website (Only Justdial & Google Map listing),Directors / Academic Heads,+91 9876 346 329,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1342,Dream Catchers IELTS & Immigration Prep,Coaching Institutes & EdTech,Sector 18 Commercial Hub,Badli Road / Samaypur link,"Rohini, Delhi - 110089",Rs. 27.0 - 33.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.8 Stars (426 Reviews),No Website (Only Justdial & Google Map listing),Directors / Academic Heads,+91 9838 846 999,No online demo lecture registration or test series lead-capture funnel; loses students to branded test prep portals.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1343,Brilliant Commerce Classes Rohini,Coaching Institutes & EdTech,Sector 22 Market,Near Pocket 4 Market,"Rohini, Delhi - 110086",Rs. 15.0 - 19.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.4 Stars (73 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Directors / Academic Heads,+91 9856 522 774,No online demo lecture registration or test series lead-capture funnel; loses students to branded test prep portals.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1344,Prashant Vihar Science & Maths Academy,Coaching Institutes & EdTech,Sector 25 Marble & Commercial Hub,Near Rithala Industrial Area,"Rohini, Delhi - 110085",Rs. 14.0 - 18.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.8 Stars (620 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Directors / Academic Heads,+91 9819 821 220,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1345,Career Vision NDA & SSB Coaching Institute,Coaching Institutes & EdTech,Mangolpuri Marble Market Hub (Rohini Border),Main Outer Ring Road,"Rohini, Delhi - 110083",Rs. 21.0 - 24.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.8 Stars (254 Reviews),No Website (Only IndiaMART / Sulekha listing),Directors / Academic Heads,+91 9857 556 244,No online demo lecture registration or test series lead-capture funnel; loses students to branded test prep portals.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1346,Pathfinder IELTS & Foreign Studies,Coaching Institutes & EdTech,GT Karnal Road Banquet Belt,Alipur / Rohini Extn,"Rohini, Delhi - 110036",Rs. 13.0 - 16.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.6 Stars (421 Reviews),No Website (Only IndiaMART / Sulekha listing),Directors / Academic Heads,+91 9887 757 660,"No dedicated landing page for seasonal crash courses (CUET, NEET, CA Foundation, IELTS intake).","Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1347,Genesis IIT-JEE Medical Institute,Coaching Institutes & EdTech,Pitampura Commercial Hub,Near Netaji Subhash Place / Rani Bagh,"Rohini, Delhi - 110034",Rs. 26.0 - 30.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.9 Stars (174 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Directors / Academic Heads,+91 9879 315 867,No online demo lecture registration or test series lead-capture funnel; loses students to branded test prep portals.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1348,Takshila Institute JEE-NEET Medical Hub (Branch 2),Coaching Institutes & EdTech,Sector 7 Market,Near Rohini West Metro Station,"Rohini, Delhi - 110085",Rs. 9.0 - 12.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.9 Stars (394 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Directors / Academic Heads,+91 9876 985 986,"No dedicated landing page for seasonal crash courses (CUET, NEET, CA Foundation, IELTS intake).","Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1349,AVJ Academy CA Foundation & Inter Hub (Branch 2),Coaching Institutes & EdTech,Sector 8 Main Market,Near Rohini East Metro Station,"Rohini, Delhi - 110085",Rs. 13.0 - 19.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.9 Stars (491 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Directors / Academic Heads,+91 9841 372 487,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1350,Simplified JEE & NEET Academy (Branch 2),Coaching Institutes & EdTech,Sector 9 Commercial Complex,Near DC Chowk,"Rohini, Delhi - 110085",Rs. 13.0 - 16.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.3 Stars (322 Reviews),No Website (Only IndiaMART / Sulekha listing),Directors / Academic Heads,+91 9861 683 355,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1351,Cambridge IELTS & Study Abroad Hub (Branch 2),Coaching Institutes & EdTech,Sector 11 Market,Near G3S Mall & Garg Trade Centre,"Rohini, Delhi - 110085",Rs. 14.0 - 18.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.3 Stars (187 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Directors / Academic Heads,+91 9838 971 922,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1352,British IELTS Coaching Academy (Branch 2),Coaching Institutes & EdTech,Sector 13 Central Market,Ring Road / Bhagwan Mahavir Hospital Road,"Rohini, Delhi - 110085",Rs. 21.0 - 24.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.5 Stars (132 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Directors / Academic Heads,+91 9859 559 137,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1353,Crown Learning Hub IELTS & PTE (Branch 2),Coaching Institutes & EdTech,Sector 14 Prashant Vihar,Near Fun Cinema / Outer Ring Road,"Rohini, Delhi - 110085",Rs. 22.0 - 26.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.4 Stars (66 Reviews),No Website (Only Instagram Profile & WhatsApp link),Directors / Academic Heads,+91 9812 363 506,Lacks parent-student inquiry portal and online fee payment / brochure download page.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1354,Next Step IELTS & OET Training Centre (Branch 2),Coaching Institutes & EdTech,Sector 15 Main Commercial Market,Near KN Katju Marg,"Rohini, Delhi - 110089",Rs. 9.0 - 13.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.8 Stars (589 Reviews),No Website (Only IndiaMART / Sulekha listing),Directors / Academic Heads,+91 9883 262 380,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1355,Excellent Students' Academy (ESA) (Branch 2),Coaching Institutes & EdTech,Sector 16 Market,Opposite DTU Hub,"Rohini, Delhi - 110089",Rs. 20.0 - 23.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.6 Stars (113 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Directors / Academic Heads,+91 9819 579 350,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1356,Garg Commerce Classes CA & Class 12 (Branch 2),Coaching Institutes & EdTech,Sector 17 Commercial Hub,Near City Centre,"Rohini, Delhi - 110089",Rs. 12.0 - 18.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.4 Stars (402 Reviews),No Website (Only Instagram Profile & WhatsApp link),Directors / Academic Heads,+91 9823 613 400,Lacks parent-student inquiry portal and online fee payment / brochure download page.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1357,Vidyamandir Classes Rohini Affiliate (Branch 2),Coaching Institutes & EdTech,Sector 24 Commercial Centre,Near Rithala Metro Link,"Rohini, Delhi - 110085",Rs. 25.0 - 28.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.8 Stars (330 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Directors / Academic Heads,+91 9851 793 347,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1358,Pinnacle Institute SSC & Banking Prep (Branch 2),Coaching Institutes & EdTech,Sector 3 Rohini Market,Near Jaipur Golden Hospital,"Rohini, Delhi - 110085",Rs. 9.0 - 15.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.8 Stars (541 Reviews),No Website (Only Instagram Profile & WhatsApp link),Directors / Academic Heads,+91 9836 872 927,"No dedicated landing page for seasonal crash courses (CUET, NEET, CA Foundation, IELTS intake).","Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1359,Concept Plus IIT-JEE & Foundation (Branch 2),Coaching Institutes & EdTech,Sector 5 CSC Market,Near Rajiv Gandhi Cancer Institute,"Rohini, Delhi - 110085",Rs. 12.0 - 16.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.4 Stars (229 Reviews),Extremely Outdated Static Page (Not Mobile Responsive),Directors / Academic Heads,+91 9875 263 143,No online demo lecture registration or test series lead-capture funnel; loses students to branded test prep portals.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1360,Scholars Hub Mathematics & Science Academy (Branch 2),Coaching Institutes & EdTech,Sector 6 Commercial Complex,Near Ayodhya Chowk,"Rohini, Delhi - 110085",Rs. 18.0 - 20.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.6 Stars (287 Reviews),No Website (Only IndiaMART / Sulekha listing),Directors / Academic Heads,+91 9872 732 226,Lacks parent-student inquiry portal and online fee payment / brochure download page.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1361,Global Visa & IELTS Preparation Lounge (Branch 2),Coaching Institutes & EdTech,Sector 18 Commercial Hub,Badli Road / Samaypur link,"Rohini, Delhi - 110089",Rs. 28.0 - 31.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.4 Stars (418 Reviews),No Website (Only IndiaMART / Sulekha listing),Directors / Academic Heads,+91 9823 783 226,No online demo lecture registration or test series lead-capture funnel; loses students to branded test prep portals.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1362,Rankers Point JEE-NEET Academy (Branch 2),Coaching Institutes & EdTech,Sector 22 Market,Near Pocket 4 Market,"Rohini, Delhi - 110086",Rs. 21.0 - 26.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.7 Stars (392 Reviews),No Website (Only Justdial & Google Map listing),Directors / Academic Heads,+91 9889 987 248,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1363,Maheshwari Commerce Classes Rohini (Branch 2),Coaching Institutes & EdTech,Sector 25 Marble & Commercial Hub,Near Rithala Industrial Area,"Rohini, Delhi - 110085",Rs. 27.0 - 32.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.7 Stars (397 Reviews),No Website (Only IndiaMART / Sulekha listing),Directors / Academic Heads,+91 9879 411 558,No online demo lecture registration or test series lead-capture funnel; loses students to branded test prep portals.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1364,IMS Study Abroad & IELTS Rohini (Branch 2),Coaching Institutes & EdTech,Mangolpuri Marble Market Hub (Rohini Border),Main Outer Ring Road,"Rohini, Delhi - 110083",Rs. 13.0 - 17.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.5 Stars (676 Reviews),No Website (Only Justdial & Google Map listing),Directors / Academic Heads,+91 9836 240 521,Lacks parent-student inquiry portal and online fee payment / brochure download page.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1365,Ignite Physics & Chemistry Academy (Branch 2),Coaching Institutes & EdTech,GT Karnal Road Banquet Belt,Alipur / Rohini Extn,"Rohini, Delhi - 110036",Rs. 16.0 - 19.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.9 Stars (678 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Directors / Academic Heads,+91 9889 177 332,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1366,Study Metro Overseas Education & IELTS (Branch 2),Coaching Institutes & EdTech,Pitampura Commercial Hub,Near Netaji Subhash Place / Rani Bagh,"Rohini, Delhi - 110034",Rs. 10.0 - 15.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.5 Stars (484 Reviews),No Website (Only IndiaMART / Sulekha listing),Directors / Academic Heads,+91 9895 923 668,Lacks parent-student inquiry portal and online fee payment / brochure download page.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1367,Alpha Plus Maths & Economics Academy (Branch 2),Coaching Institutes & EdTech,Sector 7 Market,Near Rohini West Metro Station,"Rohini, Delhi - 110085",Rs. 26.0 - 32.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.8 Stars (645 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Directors / Academic Heads,+91 9811 530 933,"No dedicated landing page for seasonal crash courses (CUET, NEET, CA Foundation, IELTS intake).","Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1368,Target NEET Medical Classes Rohini (Branch 2),Coaching Institutes & EdTech,Sector 8 Main Market,Near Rohini East Metro Station,"Rohini, Delhi - 110085",Rs. 15.0 - 20.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.4 Stars (375 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Directors / Academic Heads,+91 9878 293 147,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1369,EduQuest Academy Class 9 to 12 Tuitions (Branch 2),Coaching Institutes & EdTech,Sector 9 Commercial Complex,Near DC Chowk,"Rohini, Delhi - 110085",Rs. 27.0 - 32.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.7 Stars (599 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Directors / Academic Heads,+91 9848 197 277,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1370,Career Launcher Rohini Partner Centre (Branch 2),Coaching Institutes & EdTech,Sector 11 Market,Near G3S Mall & Garg Trade Centre,"Rohini, Delhi - 110085",Rs. 18.0 - 23.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.4 Stars (199 Reviews),No Website (Only IndiaMART / Sulekha listing),Directors / Academic Heads,+91 9881 198 871,Lacks parent-student inquiry portal and online fee payment / brochure download page.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1371,Apex Humanities & Law Entrance Hub (Branch 2),Coaching Institutes & EdTech,Sector 13 Central Market,Ring Road / Bhagwan Mahavir Hospital Road,"Rohini, Delhi - 110085",Rs. 11.0 - 17.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.9 Stars (564 Reviews),No Website (Only Instagram Profile & WhatsApp link),Directors / Academic Heads,+91 9885 539 604,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1372,Bright Future IELTS & Spoken English (Branch 2),Coaching Institutes & EdTech,Sector 14 Prashant Vihar,Near Fun Cinema / Outer Ring Road,"Rohini, Delhi - 110085",Rs. 12.0 - 15.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.6 Stars (266 Reviews),No Website (Only Instagram Profile & WhatsApp link),Directors / Academic Heads,+91 9814 545 875,"No dedicated landing page for seasonal crash courses (CUET, NEET, CA Foundation, IELTS intake).","Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1373,Focus Point Science Academy (CBSE/JEE) (Branch 2),Coaching Institutes & EdTech,Sector 15 Main Commercial Market,Near KN Katju Marg,"Rohini, Delhi - 110089",Rs. 25.0 - 30.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.5 Stars (514 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Directors / Academic Heads,+91 9864 684 278,Lacks parent-student inquiry portal and online fee payment / brochure download page.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1374,Success Mantra CLAT & Law Entrance Hub (Branch 2),Coaching Institutes & EdTech,Sector 16 Market,Opposite DTU Hub,"Rohini, Delhi - 110089",Rs. 26.0 - 28.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.3 Stars (568 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Directors / Academic Heads,+91 9878 565 751,"No dedicated landing page for seasonal crash courses (CUET, NEET, CA Foundation, IELTS intake).","Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1375,Pinnacle Commerce Classes & CA Inter (Branch 2),Coaching Institutes & EdTech,Sector 17 Commercial Hub,Near City Centre,"Rohini, Delhi - 110089",Rs. 9.0 - 15.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.6 Stars (327 Reviews),No Website (Only Justdial & Google Map listing),Directors / Academic Heads,+91 9819 198 249,Relies only on offline pamphlets and banners; zero Google search presence for competitive courses in Rohini.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1376,Imperial Overseas Education & IELTS Centre (Branch 2),Coaching Institutes & EdTech,Sector 24 Commercial Centre,Near Rithala Metro Link,"Rohini, Delhi - 110085",Rs. 20.0 - 26.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.5 Stars (473 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Directors / Academic Heads,+91 9890 820 941,"No dedicated landing page for seasonal crash courses (CUET, NEET, CA Foundation, IELTS intake).","Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1377,Vedic Maths & Abacus Brain Academy (Branch 2),Coaching Institutes & EdTech,Sector 3 Rohini Market,Near Jaipur Golden Hospital,"Rohini, Delhi - 110085",Rs. 16.0 - 22.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.5 Stars (387 Reviews),No Website (Only IndiaMART / Sulekha listing),Directors / Academic Heads,+91 9860 416 343,Lacks parent-student inquiry portal and online fee payment / brochure download page.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
SST-ROH-1378,Gupta Chemistry Classes For JEE/NEET (Branch 2),Coaching Institutes & EdTech,Sector 5 CSC Market,Near Rajiv Gandhi Cancer Institute,"Rohini, Delhi - 110085",Rs. 19.0 - 23.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.3 Stars (431 Reviews),Broken / Inactive Free Subdomain (.business.site discontinued),Directors / Academic Heads,+91 9873 244 379,No online demo lecture registration or test series lead-capture funnel; loses students to branded test prep portals.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",Hot (High Revenue / Zero Web Presence),Uncontacted / Ready for Pitch
SST-ROH-1379,Kumar Physics Classes For IIT Aspirants (Branch 2),Coaching Institutes & EdTech,Sector 6 Commercial Complex,Near Ayodhya Chowk,"Rohini, Delhi - 110085",Rs. 10.0 - 15.0 Lakhs/mo,"Rs. 15,000 - Rs. 85,000",4.3 Stars (641 Reviews),No Website (Only Instagram Profile & WhatsApp link),Directors / Academic Heads,+91 9859 249 554,No online demo lecture registration or test series lead-capture funnel; loses students to branded test prep portals.,"Pitch 'SahayShakti EduGrowth Portal': Free demo lecture registration page, automated brochure download funnel, and student inquiry CRM.",High Priority,Uncontacted / Ready for Pitch
